image_id,filepath,label,source,generator_name,generator_family,width,height,format,collection_date,split,notes,caption,label_a,label_b
defactify_train_36187,data/raw/ai_generated/defactify/defactify_train_36187.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A pedestrian crossing sign sitting on a street corner.,1,1
defactify_train_30215,data/raw/ai_generated/defactify/defactify_train_30215.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,some people on a park bench in a field,1,5
defactify_train_5966,data/raw/ai_generated/defactify/defactify_train_5966.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,Traffic lights and people walking as other on a crane continue with their work,1,2
defactify_train_7895,data/raw/ai_generated/defactify/defactify_train_7895.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A horse standing in front of a fence outside of a building.,1,5
defactify_train_8281,data/raw/ai_generated/defactify/defactify_train_8281.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A woman sitting next to a yellow hydrant on a sunny day.,1,1
defactify_train_2959,data/raw/ai_generated/defactify/defactify_train_2959.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,"A single pillar with a clock is near approaching traffic, including a police car. ",1,1
defactify_train_14513,data/raw/ai_generated/defactify/defactify_train_14513.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A bathroom with a sink and a toilet. ,1,5
defactify_train_21767,data/raw/ai_generated/defactify/defactify_train_21767.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,Luxury double decker bus ready to depart station. ,1,5
defactify_train_14315,data/raw/ai_generated/defactify/defactify_train_14315.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,"A bathroom with a bathtub, separate shower, sink, cabinets and mirror.",1,5
defactify_train_28408,data/raw/ai_generated/defactify/defactify_train_28408.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,a very big bus moving on the street with no people,1,4
defactify_train_9559,data/raw/ai_generated/defactify/defactify_train_9559.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,The motorcycle is tilting as he turns through a cave. ,1,1
defactify_train_18052,data/raw/ai_generated/defactify/defactify_train_18052.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,A double decker bus drives down a street lined with buildings. ,1,4
defactify_train_20231,data/raw/ai_generated/defactify/defactify_train_20231.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A large collection of cooking utensils hanging on a wall.,1,5
defactify_train_25517,data/raw/ai_generated/defactify/defactify_train_25517.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A wild animal on a rocky hill with a few plants,1,5
defactify_train_4351,data/raw/ai_generated/defactify/defactify_train_4351.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A street sign for Davis St. and Third Ave. with a skyscraper behind.,1,1
defactify_train_17793,data/raw/ai_generated/defactify/defactify_train_17793.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,a giraffe stands looking over a watering hole ,1,3
defactify_train_18242,data/raw/ai_generated/defactify/defactify_train_18242.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,A yellow and blue bus driving down a curvy road.,1,2
defactify_train_26359,data/raw/ai_generated/defactify/defactify_train_26359.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A kitchen with a white stove top oven.,1,1
defactify_train_32825,data/raw/ai_generated/defactify/defactify_train_32825.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A park bench on rocks next to a grassy field.,1,5
defactify_train_21326,data/raw/ai_generated/defactify/defactify_train_21326.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,The airplane is taking off the runway at the airport. ,1,2
defactify_train_20933,data/raw/ai_generated/defactify/defactify_train_20933.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A street scene of a road going through the mountains.,1,5
defactify_train_28916,data/raw/ai_generated/defactify/defactify_train_28916.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,Two side by side urinals mounted on a wall.,1,2
defactify_train_16985,data/raw/ai_generated/defactify/defactify_train_16985.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A room filled with bathroom sinks and bath tubs.,1,5
defactify_train_15221,data/raw/ai_generated/defactify/defactify_train_15221.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,"Bathroom with tub, toilet, sink, mirror and window.",1,5
defactify_train_29912,data/raw/ai_generated/defactify/defactify_train_29912.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,A black cat half-submerged in a toilet while drinking out of it.,1,2
defactify_train_33973,data/raw/ai_generated/defactify/defactify_train_33973.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A flock of small birds flying in the sky over the water.,1,1
defactify_train_19828,data/raw/ai_generated/defactify/defactify_train_19828.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,"Street view with cars going by and people walking around,",1,4
defactify_train_37549,data/raw/ai_generated/defactify/defactify_train_37549.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,a squat toilet inside of a small stall.,1,1
defactify_train_32452,data/raw/ai_generated/defactify/defactify_train_32452.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,A bench sits along the side of a lake.,1,4
defactify_train_15422,data/raw/ai_generated/defactify/defactify_train_15422.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,Cars are travelling on a foreign city street.,1,2
defactify_train_26896,data/raw/ai_generated/defactify/defactify_train_26896.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,A crowd of people standing along a fence near an airport.,1,4
defactify_train_520,data/raw/ai_generated/defactify/defactify_train_520.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,A person sits on top of a motorcycle with a stuffed toy.,1,4
defactify_train_34701,data/raw/ai_generated/defactify/defactify_train_34701.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A car is parked next to an old fashioned parking meter.,1,3
defactify_train_12976,data/raw/ai_generated/defactify/defactify_train_12976.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,A woman holding a yellow umbrella next to a cathedral.,1,4
defactify_train_25165,data/raw/ai_generated/defactify/defactify_train_25165.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A grey discolored fire hydrants stands on the street.,1,1
defactify_train_292,data/raw/ai_generated/defactify/defactify_train_292.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,Two toilets are in a restroom with a vanity with dual sinks.,1,4
defactify_train_14681,data/raw/ai_generated/defactify/defactify_train_14681.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,a bath room with a toilet a sink and a bath tub,1,5
defactify_train_17990,data/raw/ai_generated/defactify/defactify_train_17990.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,A trio of dogs sitting in their owner's lap in a red convertible.,1,2
defactify_train_26617,data/raw/ai_generated/defactify/defactify_train_26617.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,The walls outside the small bathroom have a blue tint.,1,1
defactify_train_38524,data/raw/ai_generated/defactify/defactify_train_38524.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,Toilet wedged between two trash cans in drive,1,4
defactify_train_27005,data/raw/ai_generated/defactify/defactify_train_27005.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,An old wooden bench sitting beside a bush,1,5
defactify_train_32462,data/raw/ai_generated/defactify/defactify_train_32462.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,An empty kitchen filled with dishes and appliances.,1,2
defactify_train_36143,data/raw/ai_generated/defactify/defactify_train_36143.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A  lawn sitting on a snowy sidewalk by a hydrant.,1,5
defactify_train_21661,data/raw/ai_generated/defactify/defactify_train_21661.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A train traveling down a track past another train.,1,1
defactify_train_8926,data/raw/ai_generated/defactify/defactify_train_8926.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,Many planes are parked on a plane run way,1,4
defactify_train_30303,data/raw/ai_generated/defactify/defactify_train_30303.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A toilet sitting on its side beside a bunch of old stuff. ,1,3
defactify_train_30628,data/raw/ai_generated/defactify/defactify_train_30628.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,A white bath tub sitting under a window next to a  sink.,1,4
defactify_train_38132,data/raw/ai_generated/defactify/defactify_train_38132.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,A green 7th street sign hanging from a wooden pole.,1,2
defactify_train_12005,data/raw/ai_generated/defactify/defactify_train_12005.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A woman is putting on make up in front of several mirrors.,1,5
defactify_train_18287,data/raw/ai_generated/defactify/defactify_train_18287.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,a bathroom view of a tiolet and sink ,1,5
defactify_train_12266,data/raw/ai_generated/defactify/defactify_train_12266.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,a tall clock tower with a sky background ,1,2
defactify_train_37439,data/raw/ai_generated/defactify/defactify_train_37439.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A brown bear walking in white and black boots.,1,5
defactify_train_21677,data/raw/ai_generated/defactify/defactify_train_21677.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A traffic light with a building in the background.,1,5
defactify_train_23049,data/raw/ai_generated/defactify/defactify_train_23049.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A stop sign and a fire hydrant on the corner of a grassy sidewalk.,1,3
defactify_train_38463,data/raw/ai_generated/defactify/defactify_train_38463.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A corner of a building contains a large red sign.,1,3
defactify_train_28107,data/raw/ai_generated/defactify/defactify_train_28107.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,I think that the plane has just taken off.,1,3
defactify_train_13407,data/raw/ai_generated/defactify/defactify_train_13407.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A group of kids in helmets on skateboards.,1,3
defactify_train_26087,data/raw/ai_generated/defactify/defactify_train_26087.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A giraffe standing next to a forest on top of a field.,1,5
defactify_train_41140,data/raw/ai_generated/defactify/defactify_train_41140.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,"A red, white and blue train next to satellites.",1,4
defactify_train_30074,data/raw/ai_generated/defactify/defactify_train_30074.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,In what country do they allow bicycles on a passenger train?,1,2
defactify_train_14405,data/raw/ai_generated/defactify/defactify_train_14405.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,a woman riding a little pink motorcycle by a car,1,5
defactify_train_10599,data/raw/ai_generated/defactify/defactify_train_10599.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A big blue two level bus at a bus stop with people.,1,3
defactify_train_12332,data/raw/ai_generated/defactify/defactify_train_12332.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,"Several benches in a park area, with flowers and an umbrella above a table",1,2
defactify_train_40858,data/raw/ai_generated/defactify/defactify_train_40858.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,A couple of bathrooms one with a standing toilet next to one with a sitting toilet.,1,4
defactify_train_22300,data/raw/ai_generated/defactify/defactify_train_22300.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,A boy stands out the edge of a moving train. ,1,4
defactify_train_38741,data/raw/ai_generated/defactify/defactify_train_38741.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A young man in a sweat shirt is standing on a wooden walkway.,1,5
defactify_train_38751,data/raw/ai_generated/defactify/defactify_train_38751.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A dog walking down the street with a bunch of birds flying around.,1,3
defactify_train_15123,data/raw/ai_generated/defactify/defactify_train_15123.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,"A woman with a giraffe , parrot and kangaroo near the eiffel tower",1,3
defactify_train_32096,data/raw/ai_generated/defactify/defactify_train_32096.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,three different motorcycle couples riding down a road,1,2
defactify_train_27507,data/raw/ai_generated/defactify/defactify_train_27507.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A British bus makes its way down the road. ,1,3
defactify_train_27797,data/raw/ai_generated/defactify/defactify_train_27797.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A close up image of a giraffes face while eating. ,1,5
defactify_train_7958,data/raw/ai_generated/defactify/defactify_train_7958.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,An commerical airplane is flying high in the sky,1,2
defactify_train_4433,data/raw/ai_generated/defactify/defactify_train_4433.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,"Entertainment room with rack of dvds, tv and seating area.",1,5
defactify_train_23193,data/raw/ai_generated/defactify/defactify_train_23193.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,a man sits with his dog as they watch television ,1,3
defactify_train_41913,data/raw/ai_generated/defactify/defactify_train_41913.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A daytime view of a messy kitchen corner.,1,3
defactify_train_38905,data/raw/ai_generated/defactify/defactify_train_38905.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A locomotive is on the tracks along side some trees.,1,1
defactify_train_13257,data/raw/ai_generated/defactify/defactify_train_13257.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A train station with a few passengers waiting for the train to arrive.,1,3
defactify_train_9053,data/raw/ai_generated/defactify/defactify_train_9053.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A woman cutting up a large chocolate sheet cake.,1,5
defactify_train_30813,data/raw/ai_generated/defactify/defactify_train_30813.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A large green airplane has it's landing gear down.,1,3
defactify_train_20091,data/raw/ai_generated/defactify/defactify_train_20091.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A bicycle leaning against the hull of a boat,1,3
defactify_train_8314,data/raw/ai_generated/defactify/defactify_train_8314.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,several ducks in front of a placid river,1,4
defactify_train_11866,data/raw/ai_generated/defactify/defactify_train_11866.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,one teo three for finb di bu bu,1,4
defactify_train_24403,data/raw/ai_generated/defactify/defactify_train_24403.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,Top of a fire hydrant covered in pink paint.,1,1
defactify_train_1929,data/raw/ai_generated/defactify/defactify_train_1929.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A toilet sitting on the ground near a wall.,1,3
defactify_train_1177,data/raw/ai_generated/defactify/defactify_train_1177.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,Two tail ends of American Airlines airplanes at an airport. ,1,1
defactify_train_16661,data/raw/ai_generated/defactify/defactify_train_16661.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A clean bathroom is pictured in this image.,1,5
defactify_train_19041,data/raw/ai_generated/defactify/defactify_train_19041.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,Two trains riding side by side on two tracks,1,3
defactify_train_3433,data/raw/ai_generated/defactify/defactify_train_3433.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A yellow and blue fire hydrant sitting on a sidewalk.,1,1
defactify_train_14762,data/raw/ai_generated/defactify/defactify_train_14762.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,many  birds flying in the air and walking on a beach,1,2
defactify_train_30183,data/raw/ai_generated/defactify/defactify_train_30183.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,Sheep are gathered around a lone tree on the hill,1,3
defactify_train_36593,data/raw/ai_generated/defactify/defactify_train_36593.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A herd of sheep standing on top of a lush green field.,1,5
defactify_train_16454,data/raw/ai_generated/defactify/defactify_train_16454.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,A street sign is underneath a concrete overpass. ,1,2
defactify_train_31114,data/raw/ai_generated/defactify/defactify_train_31114.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,man is walking in the street carrying a sign that says smile,1,4
defactify_train_9278,data/raw/ai_generated/defactify/defactify_train_9278.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,Graffiti marks the side of a green train that waits on its tracks.,1,2
defactify_train_26583,data/raw/ai_generated/defactify/defactify_train_26583.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A tow truck driving past a very old stop sign.,1,3
defactify_train_36273,data/raw/ai_generated/defactify/defactify_train_36273.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,Two husky's hanging out of the car windows.,1,3
defactify_train_1587,data/raw/ai_generated/defactify/defactify_train_1587.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A man is sitting in a beige chair in a living room,1,3
defactify_train_38614,data/raw/ai_generated/defactify/defactify_train_38614.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,Two ducklings sit next to each other in grass.,1,4
defactify_train_23841,data/raw/ai_generated/defactify/defactify_train_23841.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A man sitting on a wooden bench near a lake.,1,3
defactify_train_40286,data/raw/ai_generated/defactify/defactify_train_40286.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,"A large elephants reflection in a cars side view mirror, with other elephants in the distance.",1,2
defactify_train_32751,data/raw/ai_generated/defactify/defactify_train_32751.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,Three airliners are preparing to load passengers onto a plane.,1,3
defactify_train_41114,data/raw/ai_generated/defactify/defactify_train_41114.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,A orange tabby cat laying down on a black car,1,2
defactify_train_27901,data/raw/ai_generated/defactify/defactify_train_27901.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,"A kitchen that has different types of pots, and pans on a stove.",1,1
defactify_train_6081,data/raw/ai_generated/defactify/defactify_train_6081.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A kitchen with two shiny counter tops next to a  wall mounted oven..,1,3
defactify_train_26869,data/raw/ai_generated/defactify/defactify_train_26869.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,"This white bowl has rice, broccoli, and fish in it.",1,1
defactify_train_7636,data/raw/ai_generated/defactify/defactify_train_7636.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,Cat on floor by toilet looking up to cat laying in sink,1,4
defactify_train_24838,data/raw/ai_generated/defactify/defactify_train_24838.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,A stop sign is in a rural setting by grass.,1,4
defactify_train_28454,data/raw/ai_generated/defactify/defactify_train_28454.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,A bathroom showing a necklace rack and toiletries grouped on the sink ,1,2
defactify_train_1987,data/raw/ai_generated/defactify/defactify_train_1987.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A man flying a kite in a park on a clear day,1,1
defactify_train_22115,data/raw/ai_generated/defactify/defactify_train_22115.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,Several vehicles turning the corner on a busy intersection.,1,5
defactify_train_9056,data/raw/ai_generated/defactify/defactify_train_9056.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,A view of a bathroom with an old tub and a hanging shower curtain.,1,2
defactify_train_2683,data/raw/ai_generated/defactify/defactify_train_2683.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,Heavily loaded green truck with passengers on back in roadway in urban area.,1,1
defactify_train_32176,data/raw/ai_generated/defactify/defactify_train_32176.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,A train traveling down railroad tracks next to a grassy hillside,1,4
defactify_train_28666,data/raw/ai_generated/defactify/defactify_train_28666.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,A motorcycle is parked in the gravel alongside a street.,1,4
defactify_train_13318,data/raw/ai_generated/defactify/defactify_train_13318.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,Motorcyclists are gathered around their bikes at a rally. ,1,4
defactify_train_38231,data/raw/ai_generated/defactify/defactify_train_38231.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,"A kitchen area with stove, shoveling and a dishwasher.",1,5
defactify_train_3763,data/raw/ai_generated/defactify/defactify_train_3763.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A small white toilet sitting in a bathroom in a restroom.,1,1
defactify_train_5755,data/raw/ai_generated/defactify/defactify_train_5755.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,a large bus with two levels is parked outside,1,1
defactify_train_41441,data/raw/ai_generated/defactify/defactify_train_41441.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A center island in a kitchen covered in a fan.,1,5
defactify_train_1557,data/raw/ai_generated/defactify/defactify_train_1557.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,Giraffe standing in open area near trees with mouth open.,1,3
defactify_train_41327,data/raw/ai_generated/defactify/defactify_train_41327.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A giraffe standing next to a brick building.,1,5
defactify_train_7413,data/raw/ai_generated/defactify/defactify_train_7413.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A window shot of a plane in the air with another plane present. ,1,3
defactify_train_24646,data/raw/ai_generated/defactify/defactify_train_24646.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,there are several stop signs along side the grass,1,4
defactify_train_4721,data/raw/ai_generated/defactify/defactify_train_4721.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A giraffe standing next to a palm tree.,1,5
defactify_train_6926,data/raw/ai_generated/defactify/defactify_train_6926.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,A herd of sheep standing below very tall buildings.,1,2
defactify_train_34301,data/raw/ai_generated/defactify/defactify_train_34301.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,Lady working in a kitchen while man sits at table watching TV.,1,5
defactify_train_3417,data/raw/ai_generated/defactify/defactify_train_3417.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A passenger bus that is driving down the street.,1,3
defactify_train_5705,data/raw/ai_generated/defactify/defactify_train_5705.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A group of horse mounted police standing in front of a crowd.,1,5
defactify_train_37048,data/raw/ai_generated/defactify/defactify_train_37048.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,A row of wooden cages with white sheets over them.,1,4
defactify_train_34900,data/raw/ai_generated/defactify/defactify_train_34900.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,A white toilet sitting in the corner of a bathroom.,1,4
defactify_train_22756,data/raw/ai_generated/defactify/defactify_train_22756.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,A traffic light and cars on a street.,1,4
defactify_train_5840,data/raw/ai_generated/defactify/defactify_train_5840.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,A motorcycle drives on the street beside a city bus.,1,2
defactify_train_10179,data/raw/ai_generated/defactify/defactify_train_10179.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A train traveling down train tracks near a city.,1,3
defactify_train_24910,data/raw/ai_generated/defactify/defactify_train_24910.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,Double-decker bus driving down a crowded city street.,1,4
defactify_train_30356,data/raw/ai_generated/defactify/defactify_train_30356.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,"Bathroom view, brightly lit, blue square basin, commode on right, shower curtain on left and heater and window on far end.",1,2
defactify_train_23267,data/raw/ai_generated/defactify/defactify_train_23267.png,ai_generated,defactify,midjourney,proprietary,436,436,png,2026-03-25,,,A double decker bus driving down a street.,1,5
defactify_train_6615,data/raw/ai_generated/defactify/defactify_train_6615.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,Light from an open door shines on a simple wooden pew in a church.,1,3
defactify_train_31221,data/raw/ai_generated/defactify/defactify_train_31221.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A bicycle is on the shelf in a display,1,3
defactify_train_24550,data/raw/ai_generated/defactify/defactify_train_24550.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,A group of giraffes standing up in their natural habitat.,1,4
defactify_train_3136,data/raw/ai_generated/defactify/defactify_train_3136.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,"a bicycle sits on its stand in the middle of a grassy, wooded area",1,4
defactify_train_14960,data/raw/ai_generated/defactify/defactify_train_14960.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,Stairs are leading down into the streets where there is a bus.,1,2
defactify_train_27649,data/raw/ai_generated/defactify/defactify_train_27649.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,A group of people observing two planes at an air show. ,1,1
defactify_train_626,data/raw/ai_generated/defactify/defactify_train_626.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,A white bowl filled with veggies and two lemon wedgies.,1,2
defactify_train_23078,data/raw/ai_generated/defactify/defactify_train_23078.png,ai_generated,defactify,sdxl,diffusion,1024,1024,png,2026-03-25,,,A lamb standing next to a very tall building.,1,2
defactify_train_33652,data/raw/ai_generated/defactify/defactify_train_33652.png,ai_generated,defactify,dalle3,diffusion,270,270,png,2026-03-25,,,A group of giraffes and a couple of deer stand in the dust.,1,4
defactify_train_2721,data/raw/ai_generated/defactify/defactify_train_2721.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,A wooden bench that is overlooking a body of water.,1,3
defactify_train_4785,data/raw/ai_generated/defactify/defactify_train_4785.png,ai_generated,defactify,sd3,diffusion,1024,1024,png,2026-03-25,,,a person sitting on a bike near many other parked bikes ,1,3
defactify_train_7345,data/raw/ai_generated/defactify/defactify_train_7345.png,ai_generated,defactify,sd21,diffusion,768,768,png,2026-03-25,,,The two men are riding their motorcycles in the parking lot.,1,1
